,Comments,Origin
203,"Dios guíe las manos de cada uno de las personas que van intervenir en su cirugía les de sabiduría para que todo salga bien, que la sangre preciosa de nuestro Sr. Jesucristo te cubra y te sane de toda enfermedad. En las manos de nuestro Padre Celestial. JESUS EN TI CONFÍO.",Universal
204,Dios todo poderoso le mande su pronta recuperación en el nombré bendito de jesuscristo amén asi sea y así será 🙏,Universal
205,Dios con ustede tenga fé que todo saldrá bien en el nombre de Jesús amén 🙏,Universal
206,"Dios tenga misericordia y proteja su vida ,y todo sea un éxito 🙏",Universal
207,Mucha Fe con todo tu corazón pide a Dios nuestro Señor que sea el el que guíe las manos del Cirujano que te opere y le dé claridad y todo saldrá bien,Universal
208,Que Dios nuestro señor guíe las manos del cirujano y todo saldrá muy bien CFD.🙏 mis mejores deseos y bendiciones,Universal
209,Animo Dios siempre estará de tu lado y mis oraciones contigo amigo 🙏,Universal
210,Ten mucha fe que dios está con.tigo es el mejor doctor bendiciones,Universal
211,"Sr. Adame., usted saldrá muy bien de su malestar, y cada día estará mejor.
Dios lo ama y lo bendice.",Universal
212,Suerte y mis oraciones para que todo salga bien.,Universal
213,"Señor, que tu mano poderosa
Guíe las manos de los doctores
Tenga fe y todo saldrá conforme a la voluntad de Dios.",Universal
214,Bendiciones y pronta recuperación Dios bendiga a todos los enfermos por eses terrible mal ! 🙏🏻🙏🏻🙏🏻,Universal
215,"Dios Padre lo cuide, proteja y cubra con su sangre preciosa; y al personal médico guíe sus manos y sabiduría.todo en manos de nuestros Dios 🙏",Universal
216,Todo saldrá bien confía en nuestro Dios padre celestial 🙏🙏🙏,Universal
217,Que Dios te proteja y regrese la salud🙏,Universal
218,Dios misericordioso estará presente en la cirugía y saldrá todo bien.,Universal
219,"Ánimo Senador, primero Dios vas a estar bien, bendiciones, que el Espíritu Santo te proteja siempre.",Universal
220,"Dios te bendiga,cuide y proteja siempre, ten mucha fe, que todo salga bien",Universal
221,Estás en las mejores manos: Dios y los médicos.🙏,Universal
222,"Dios te bendiga e ilumine y a los doctores que lo atienden ,Dios mediante ,todo saldrá bien",Universal
223,Fe en dios y adelante,Universal
224,"Dios lo bendiga y le de la sanidad que necesita ,Dios es el Dios de lo imposible bendiciones",Universal
225,"Mucha fortaleza, Dios te acompaña y guíe las manos de los médicos 🙏🙏🙏",Universal
226,Ánimo y mucha fe 🙏,Universal
227,"Todo saldrá bien, Dios con usted.",Universal
228,Primero Dios todo saldrá bien con la Bendición de Dios y de los Médicos 🙏🙏🙏,Universal
229,"Con el favor de Dios todo va a estar Bien 🙏🙏🙏 ya lo verás Dios está contigo Siempre
Que Dios te Bendiga proteja y Acompañe Siempre 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",Universal
230,Que Dios y la Virgen María te acompañen,Universal
231,Que todo salga bien con la voluntad de Dios siempre de la mano 🙏🙏🙏,Universal
232,Muchas bendiciones Dios lo cubra con sus alas y pronto la sanación,Universal
233,"Primero Dios todo saldrá bien, mucha fé!",Universal
234,"El Eterno te bendiga y guarde
Tenga de ti misericordia y sane tu cuerpo",Universal
235,Que Dios te bendiga y te guarde y sane AMEN,Universal
236,Q Dios lo cuide y proteja amén amén amén 🙏,Universal
237,Dios te colme de bendiciones todo saldrá bien,Universal
238,Dios bendiga las manos de los doctores y le dé su pronta salud,Universal
239,"Salud y Vida, y muchas bendiciones de parte de Dios para su pronta salud 🙏🙏🙏",Universal
240,Dios lo bendiga y todo salga muy bien.,Universal
241,"Dios lo cuide, la santísima virgencita lo cubra con su manto, tenga fe",Universal
242,Dios te bendiga y salgas muy bien,Universal
243,"Mucha fe y miles de bendiciones, Dios todo lo puede 🙏🏼",Universal
244,"Bendiciones, Dios contigo",Universal
245,Dios te bendiga y todo salga bien de la operación.,Universal
246,Que dios le ayude 🙏🙏🙏 y que los médicos los guíe para que todo salga.,Universal
247,"Pidamos por el y por muchos que desafortunadame
nte tienen esa enfermedad, ojalá y pronto puedan poner en práctica el medicamento que encapsula dicha enfermedad, que Dios bendiga las manos qué realicen está operación",Universal
248,En Dios ponga su esperanza 🙏 él es la fortaleza de los siglos 🙏🙏su misericordia sea con usted y preserve su vida 🙏,Universal
249,"Nuestras Oraciones,,,a nuestro PADRE DIOS,,,,pidiénd
ole lo abrace con su Santísimo Manto y lo proteja de ese mal,,,como es el Cáncer!!!🙏🙏🙏",Universal
250,"bendiciones,dio
s te de la pronta sanacion fuerte abrazo",Universal
251,"Debe de estar tranquilo,poner
se en manos de Dios .Yo sé que no es fácil por la situación por la cual está pasando .Dios es misericordioso,
tenga mucha fe y aferrarse a Dios y a los doctores que con sus benditas manos lograrán una gran operación.Dios lo bendiga e ilumine en todo está proceso .",Universal
252,Que dios lo colme de bendiciones,Universal
253,Que mi sr Bendiga y ponga el medio para que Juan Pablo Adame recupere su salud telo pido en el poderoso nombre de Jesus amen,Universal
254,"DIOS en su bondad infinita , guíe a los doctores que lo atenderán ,para que todo salga bien.",Universal
255,Que Dios lo bendiga 🙏🏼🙏🏼,Universal
256,"Con el favor de Dios, todo saldrá bien",Universal
257,"Q Dios todo poderoso esté presente ,para guiar al dr,q hara la cirugia,Suerte .",Universal
258,Aun lado las diferencias políticas.... Dios te bendiga 🙏🙏 todo va a salir bien Ánimo!!!,Universal
259,Fuerza Señor Senador !!! y primeramente Dios ilumine a los Doctores para que todo salga bien,Universal
260,"Dios te bendiga y te cuide, tu operación saldrá muy bién bendiciones",Universal
261,Dios lo bendiga y le de su salud,Universal
262,Dios lo acompañe en todo momento mi estimado ruego a Dios por su salud,Universal
263,Q joven está saldrá adelante primero Dios.,Universal
264,Que Dios dirija las manos de los doctores está en buenas manos 🙏🙏,Universal
265,"Todo estará bien. Ud., tenga fe y verá como sale en excelencia dicha intervención. Saludos y bendiciones.",Universal
266,Dios bendiga las manos de los cirujanos y todo saldrá muy bien. Bendiciones para ti!! 🙏,Universal
267,Dios con usted El es el mejor cirujano Doctor de Doctores Rey de Reyes que sea El quien dirija las .manos de quién le práctica la cirugía y sea El su sanador se lo pido humildemente amén amén amén 🙏 gracias Señor por tu misericordia amén,Universal
268,"Que Dios lo proteja y salga todo bien.,",Universal
269,Con el favor de Dios te va a ir muy bien !!! Ánimo y todas las bendiciones🙏🙏🙏,Universal
270,Así sea Amén 🙏,Universal
271,Dios te cuide y Proteja,Universal
272,Dios lo bendiga y lo sane,Universal
273,Dios guiará las manos del cirujano y que todo salga bien en beneficio de tu salud🙏🙏🙏,Universal
274,Que Dios lo bendiga 🙏,Universal
275,"No temas, Dios está contigo y guiará las manos de los cirujanos, en el nombre de Jesucristo. Amén",Universal
276,"QUE DIOS TE ENVUELVA EN SU MARAVILLOSA LUZ, Y TE DE LA SANACION, 🙏 BENDICIONES!!!!
!",Universal
277,Dios lo bendiga y que salga todo con la bendición de Dios,Universal
278,Ánimo Dios contigo,Universal
279,"Nuestro Padre Jesús está contigo ,nunca pierdas la fe soy superviviente de cáncer ,ten mucha fortaleza piensa positivo ,casa salir Adelante .oraremos por todos los enfermos .Salud y Vida en el nombre de Dios Padre",Universal
280,Mucha fe de que todo saldrá bien.,Universal
281,Dios con usted bendiciones,Universal
282,Dios con uds bendiciones,Universal
283,Dios lo bendiga y acompañe,Universal
284,"Sr. Juan Pablo Adame desde hoy estará usted en mis oraciones. Mucha fe.
Dios le otorgue Salud Perfecta y Protección Divina..
Por favor cuando ya esté completamente sano publicar para agradecer a Dios. Gracias.",Universal
285,Mucha fortaleza Dios nuestro Padre y los médicos le va a ir bien bendiciones 😇😇,Universal
286,Mis oraciones y deseos de que todo salga bien 🙏🏻,Universal
287,Que Dios te ayude y proteja. Bendiciones a tus sanadores,Universal
288,"Que Díos guíe las manos de los cirujanos, elevo mis oraciones por que todo salga muy bien, mucha fe y siempre con la esperanza puesta en Díos.",Universal
289,Dios lo bendiga,Universal
290,"La doble moral: Si pagas por ver ese mismo video en Onlyfans, estás apoyando su “trabajo” y si ves el mismo video pero sin pagarle, es violencia de Género y quieres aplicar la ley Olimpia. ¡Dejen de hacer famosa a gente estupida! Esta ley es para mujeres que de verdad han vivido un infierno por filtraciones de videos íntimos. 😒💸",Universal
291,"No, porque no existe la ley OLIMPIE. Así que no aplica para la ""compañere"".

Solos se amuelan con sus propias palabras.",Universal
292,"Osea si no es negocio para la ""señererite"" se molesta y además se indigna por lo que publica por voluntad propia!!!! No bueno realmente tiene varios, varios, varios problemas!!! 😂😂😂😂😂",Universal
293,"Cuando ves el video y le ves las patas, que anda con Andres y que aparte no conoce el papel de baño y mucho menos las toallitas húmedas !!",Universal
294,"La ley olimpia no aplica a quien a sabiendas sube su video motu proprio, ya que al subirlo por propia voluntad está expresando tácitamente su consentimiento,
máxime que a la plataforma donde lo subió monetiza ese contenido. Si acaso aplicará la ley de derechos de autor y contra la piratería.",Universal
295,La deberían demandar a ella x publicar porquerías x falta d controles de calidad 🤣🤣🤣,Universal
296,La única denuncia debería recibirla ella por daños psicológicos y reembolsarme 50 pesos por el burrito que vomité 🥲,Universal
297,"no es doble moral, ella esta en esa pagina subiendo el contenido PRIVADO a cambio de un pago, tienen acceso a el los que pagan, si dicho contenido sale de la plataforma es SIN SU CONSENTIMIENTO y es ahí donde aplica la ley. no se trata de doble moral",Universal
298,"Si alguien filtra imágenes o vídeos íntimos tuyos sin tu consentimiento por supuesto que aplica. El caso de Compañere es diferente, ella se grabó y a cambio de dinero le permitió a un grupo de personas acceder al contenido. Ahora bien, una de esas personas grabó el material y lo resubió a internet. Así que aquí la Ley Olimpia no tiene nada que ver. Si ella denuncia sería por piratería o derechos de autor. Pero suerte con ello. Ni las grandes productoras n0p0r han podido frenar la difusión de su contenido por internet.",Universal
299,"Tanta indignación por el caso de Debanhi pero esto lo toman como burla, la doble moral. 🤷🏽‍♂️",Universal
300,"La ley olympia no se hizo para ayudarles a vender/
monetizar contenido XXX . Esta pero bien pendeje",Universal
301,No aplica. Ella lo expuso con la intención de obtener ingresos. O explotar su imagen. Claro! No le salió el negocio como quería,Universal
302,La ley Olimpia se aplica para quien exponga material sin consentimiento no? Aquí en este caso ELLA SUBIO EL MATERIAL! Yo digo mejor sea juzgada ella por haber subido ese video! 😬,Universal
303,"Ella debería de pagar la terapia de las personas que vieron su video, perdón...elle",Universal
304,Si ella roló su video de que se queja?,Universal
305,Su video debería ser el verdadero crimen,Universal
306,"Osea que está pidiendo usar una herramienta legal que se peleó por años para que esté disponible para víctimas de violencia, para castigar a quien esté pirateando sus videos? Y no le quiera pagar por andar de ""emprendedora""?
.....NO POS GUAU",Universal
307,Para ser “compañere” le editaron las fotos muy de mujere,Universal
